spaventapasseri	2017/02/14 23:22:43	@spaventapasseri こちらお譲り先がきまりました。\nRT、いいねありがとうございました。
genjima56	2017/02/14 23:22:43	RT @GNthunderbolt: 冷めてる(当たり前だ https://t.co/KJYn73mlJz
Hikari46873335	2017/02/14 23:22:43	@AOnepiece21 私もそんなとこだす
CafeAuLait_023	2017/02/14 23:22:43	三重に娯楽とか、JKの制服を眺めるくらいしかなくないですか？
EARTHandPEACE	2017/02/14 23:22:43	RT @norun9: 緊迫感ありすぎてホラー映画より怖いわ！ https://t.co/99It6NqXIM
h_7mochi	2017/02/14 23:22:43	@nimameman 攻めが消しても受けが消しても薄い本が厚くなるやつですね。
Rie89265220	2017/02/14 23:22:43	RT @tvs_official: 【TVstation５号・２／15発売】「キスマイBUSAIKU!?」連載は、宮田俊哉さん×二階堂高嗣さん。OAした「激ムズパーキング」「箱根デート」の反省＆感想を。そして、舞祭組のシングル裏話で、合宿時の思い出も。宮田さん、自分の意外なとこ…
1250_m	2017/02/14 23:22:43	RT @canimejp: 【いよいよ明日開花】話題のイケメン役者育成ゲーム『A3!（エースリー）』、主題歌「MANKAI☆開花宣言」のCDが明日15日ついに発売です。きゃにめ特典は「繋がる！箱推しフライヤー（ポストカード4枚セット）」になります！… 
todadash	2017/02/14 23:22:43	きらりいがい 参加者募集！参戦ID：752FA614\nLv120 アポロン\nhttps://t.co/Mljoqookx9
keiCxx	2017/02/14 23:22:43	@Yrpnd_93chu TGAですか？
turumaru_mochi	2017/02/14 23:22:43	RT @heine_PR: ❤Happy Valentine's Day❤\n　\n#王室教師ハイネ \n#王子のフラワーバレンタイン\n\n✨プレゼントは今日まで😊✨\n→ https://t.co/ifuibHN8Ub https://t.co/iK7LWXOn0g
b46ddc2ea7c7414	2017/02/14 23:22:43	RT @Pazuhayate: 3月までにフォロワー2万人目指してます♬\n\nパズドラーの方、アニメ好きの方ご協力お願いいたします(^^)\n\n#投票したらRT \n\n#RTした人全員フォローする \n\n#いいねした人全員フォロー
klay_623_	2017/02/14 23:22:44	なるほど……リア充もチョコも大量生産……\nってやかましいわ(ツッコミ)
Haebaru14	2017/02/14 23:22:44	@____popolarHill \nあ、ひかるさん😂\nひかるさんからチョコ貰えるとか\nほんと光栄です😊😊
riaria_mon	2017/02/14 23:22:44	もう全然男の人全部無理とかじゃないんだけど\nいつものセクハラ男とか前のチンコ野郎ににた人とか見ただけで吐き気と咳止まんない
00___tm	2017/02/14 23:22:44	@tkhss86 \n\n画像ふつうにめちゃカワイイから 😻\nほんとにありがとうもっと濃くなろうなれるいつか会おうね ❤︎
TangGmail	2017/02/14 23:22:44	参加者募集！参戦ID：6949CA4E\nLv70 コロッサス・マグナ\nhttps://t.co/7ibvgsg3my
watasi0433	2017/02/14 23:22:44	みんなチョコレートありがとうなー！！！（誰にも感謝してない）
washi5121	2017/02/14 23:22:44	参加者募集！参戦ID：474BDD92\nLv60 リヴァイアサン・マグナ\nhttps://t.co/FBl7nNsBU5
atoyr_0107	2017/02/14 23:22:44	@Leon_1310 ｢それな｣
_s_k_	2017/02/14 23:22:44	@___o_ii_ \nいいねが〜〜愛が重い〜〜よしよし。
wataame12345671	2017/02/14 23:22:44	RT @jukucho7: 僕はこれは賛成。多くなればなるほど、理解したくなくなる人が沢山出てくるはずだから。洗練された投資家はほっといても全く問題無いので、ダメな個人の行動から設計してほしい。 https://t.co/FPTh6vk86s
daihuku3_2	2017/02/14 23:22:44	@Yukky_Kasuflo_ \n学校です( ˙༥˙ )
AMATSUN0120	2017/02/14 23:22:44	@Jun0714catJp (´・∀・｀)ﾍｰ
sorayuri_music	2017/02/14 23:22:44	@sno25w じゃあやりまくるね←←\n\nん？私大好き？え？やだーてれるー(棒)\nいっぱい聞くよ！！！\nうん、ご飯まだ食べてなかったからww
tohugori0130	2017/02/14 23:22:44	みんなもポスカでレッツビュルル https://t.co/GpSeDzv1XD
Hinata_Tasogare	2017/02/14 23:22:44	@Monako_UTAU 趣味の良いアレンジね。
amagasa328	2017/02/14 23:22:44	これ流行ってるんだよね。笑
ahynmw	2017/02/14 23:22:44	@dg_____pt \nシェリーありがとう(  ；；)💕\n休む！なにがなんでもその日は休むぞ💭\n思いっきり楽しんでくる～⋆⸜(* ॑꒳ ॑* )⸝❁.*･ﾟ
borjarno	2017/02/14 23:22:44	自虐でハズすの凄く痛ぇｗ 頑張れ！ #ミになる図書館
kaebon910	2017/02/14 23:22:44	バレンタイン😘\nどんな高級なチョコより気持ちのこもった手作りチョコの方が好きです！\nももありがとう〜美味しいかった😋 https://t.co/PioxRQThYX
daiki_m	2017/02/14 23:22:45	RT @kyoju_nbot: 締め切りと提出物の評価が厳格なのは、創作中における自由を許可しているからではないだろうか
251_svo	2017/02/14 23:22:45	RT @manami84808: 破門観に来てくださったみなさまありがとうございました！近くでお話できて嬉しかったです😄また観てねん\n#バレンタイン #破門 #小林監督と https://t.co/TaQ9AQ16fH
cyber_oct	2017/02/14 23:22:45	例のBGM流しながら提出作業
fuyunotaka	2017/02/14 23:22:45	ぼちぼち練習していくかね。
wasaremo0816	2017/02/14 23:22:45	うううううううう
000194_mzw	2017/02/14 23:22:45	ムードリングわいも買おうか迷ったがあれは冬に黒くて夏に赤くなんだよ\n体温の変化だし結局何が恋してるだ\n黒もストレスとかずっと黒いわ！
ez_h7	2017/02/14 23:22:45	@hr0_Ham それww
sakuri_clover	2017/02/14 23:22:45	いやほんとさっきのウィスパーツイ伸びすぎでしょ…みんなウィスパー好きだね……わたしも好き…
babyface_n	2017/02/14 23:22:45	@SkullBunnyFinks ほーい✨
kaZC32S	2017/02/14 23:22:45	上司のカミさんからお情け・・・なぜか僕は年中飢えてると思われてるらしく、よく情けを頂戴する・・
hibitantan	2017/02/14 23:22:45	そして部屋ではペンギン・カフェを流しています。（カルテットが面白い）
migikyo	2017/02/14 23:22:45	@forgivecrime 　かわいいですなあ…///高校生…
_SElRA	2017/02/14 23:22:45	@If4Nt カワイイ彼女うらやましいわ！
1118pengin	2017/02/14 23:22:45	RT @Athrun555: 浜崎真緒ステージ上で感じすぎてお漏らしをするwwwwwwwwww\n\n生の喘ぎ声はビビったwwwwwwwwww\n\nヤバすぎるでしょwwwwwwwwww https://t.co/67Q6Dgd2p3
phchien	2017/02/14 23:22:45	@135gourd おやすみなさーい。
kuon_aster	2017/02/14 23:22:45	これすごい好き、懐かしさ＞RT
omoidemarmalade	2017/02/14 23:22:45	RT @sakino_shingetu: 例の自動着色であやねる絵もやってみた。右の絵はレディオクロス時代に描いたものだった\n#佐倉綾音生誕祭2017  \n#佐倉綾音生誕祭 https://t.co/Kzq7NOneQI
sueun_ssun	2017/02/14 23:22:45	RT @negi_mop: 黒の時代で「いかないで」（ｎ番煎じ） https://t.co/HLMiIBeQyb
dark_himima	2017/02/14 23:22:45	@LoveS0410 \nくじちゃん…旦那がキャンバのパーカー買ってくれん…⁽⁽(ཀ д ཀ)⁾⁾
Hana_or_keiko	2017/02/14 23:22:45	Oh my god! 何回言ったでしょう？\n\ndmcoramさんの動画 https://t.co/PBJVuDyX3N
yuzu_yuzu_m	2017/02/14 23:22:46	@silktti @yutamihi9714 \n息子くんがもらってきたチョコにも\n母の怨念が詰まってるんだよって\n教えてあげてね😆www\n(*ﾉωﾉ)ｷｬｰ⚡️
susumu5325	2017/02/14 23:22:46	RT @Itch8969: 保健所に連れて来られた子犬達。\n寒さと恐怖で震えてる。\nこの子達には、\n命の期限が設けられてる。\nたった一週間。\n\n人間が勝手に決めた期限。 https://t.co/aRB8J7DWoX
S__xII	2017/02/14 23:22:46	どうしよー、今からまた生チョコ作ろうか悩む
esenbodz0r	2017/02/14 23:22:46	RT @miyauchirin_7: 焼いたマシュマロほんと好き
ne_ne_ne_w	2017/02/14 23:22:46	@harami_0717a \n中学生以来できてない定番じゃないっすか！やろ！\nもはやテロやんけ笑
TKHS5103	2017/02/14 23:22:46	@HIi88ScZjujzt7t @minari_o___poyo ふたりともまとめて養うね？
kokobasen	2017/02/14 23:22:46	PS4のコントローラー卓上に置いてて振動でショック死するやつ
gurabur15959251	2017/02/14 23:22:46	参加者募集！参戦ID：DE29A988\nLv70 コロッサス・マグナ\nhttps://t.co/k52NWFwQGb
viplounge002	2017/02/14 23:22:46	高収入求人案件です♪\n稼ぎたい女の子募集中！\n#ヘルス\n#デリヘル　#ホテヘル　#ソープ　 \n#ピンサロ　#イメクラ\n#自由出勤　#日払い　#高収入　#バイト\n\n興味ある方はLINE下さい→LINE ID【viptko】
hytnrs1130	2017/02/14 23:22:46	@azumiwakabaeru1 \n可愛い(*//艸//)❤
Us85Yum	2017/02/14 23:22:46	@hirotof6 いや、明日は試合！たくみとたくまと戦う‼︎
24_AZABA	2017/02/14 23:22:46	RT @ahaha_1224: ここばっか観てにやにやしてるハッピーバレンタイン https://t.co/HK9Jh1U1h2
msmnekooo	2017/02/14 23:22:46	RT @yurionice_goods: 2月15日(水)〜\nファミリーマート ユーリ!!! on ICE オリジナルプレゼントキャンペーン！！抽選でオリジナルグッズが当たる！ \nhttps://t.co/Zv4TftpCBV https://t.co/n2sGMcFEaj
PCNdULMnpCQSXr7	2017/02/14 23:22:47	@Akatsuki_MH そ
jjj_9121	2017/02/14 23:22:47	けんちじさんの沖神やばい、語彙力がなくなる
540_en	2017/02/14 23:22:47	これの五倍だからセブンのチョコチップクッキーとかでいいかな
2ne1_jump	2017/02/14 23:22:47	@gts_zo \nうれーしーいー😍
spisee	2017/02/14 23:22:47	RT @kusowaroshindan: 【バレンタインにチョコを100%もらえる人の名前】\n\nゆうへい\nたくま\nかずき\nゆうすけ\nたくや\nゆうき\nまさき\nこうすけ\nひろや\nひろき\nゆうま\nしんのすけ\nブライアン\nじん\nゆうた\n\n#バレンタイン \n#自分or知り合いに当てはまっ…
pfm4ldk	2017/02/14 23:22:47	RT @noriyosugi: RT、2月19日のベンフレンズマンション6のサークルスペース番号届きました〜〜私はNo.3サークル名「巣穴」です！前回と殆ど同じ窓際です。光に包まれながらお待ちしておりますね！！
yokosuka_217	2017/02/14 23:22:47	♡つむぎの笑顔が世界をつむぐ♡\nまったーり♡ゆったーり♡なお部屋♡\n\n♡仲良しさん大募集♡たくさんお話しましょう♡♡\n\nhttps://t.co/40HJNrSjoq
sho_lemonade	2017/02/14 23:22:47	@___arashi0915_ そうかな~茨城もなんかあるよ！！
7V0dzO6JWKtwwB2	2017/02/14 23:22:47	@sphinx0912 これでできたってこと？
gr___l	2017/02/14 23:22:47	名誉毀損で訴えられてもおかしくない😫
retasu_2015	2017/02/14 23:22:47	@m_39r 妖怪少し足りない
doki2sdale	2017/02/14 23:22:47	RT @Sunflower7373: 千早からバレンタインのプレゼントがあるらしいです。 https://t.co/hsbSMATKow
136Luuuv	2017/02/14 23:22:47	今日の信人生誕祭のセトリ\nうちがリミレス入ってるの見て泣いたから、TV見て落ち着こうとしたのに\n\n椋哉が男祭りでリミレス歌ったよ？セトリ画像には載ってなかったけど7曲目で歌ったよ？たろちゃんと盛り上がったもん！！\n\nとかゆーから、もっと号泣した……\n嘘だったらしいけど…………
xxx__0513	2017/02/14 23:22:47	RT @motakehirai: モデル・あゆちゃんの撮影写真～　次の発車まで https://t.co/9ln5vF8DNw
0626_koushi	2017/02/14 23:22:47	@aicha1001 \n住所氏名年齢をご記入の上ハガキをお送りください。笑
y_castaways1208	2017/02/14 23:22:47	毎日無料連載を読んでいます！ [第222話] #花より男子アプリ https://t.co/49pBlAVQ7n https://t.co/vSxy8Of1UH
0326_Sorairo	2017/02/14 23:22:48	やべ甘すぎて吐きそう
Kyun1956	2017/02/14 23:22:48	@toshichelGC ベスなまら可愛くない？
tymiskokuho	2017/02/14 23:22:48	@akipi_tkmr グッジョブでした。アキコさんおちかれ様～♡
kaede12271997	2017/02/14 23:22:48	@oppoarms もーえろよもえろーよ
msO8O8	2017/02/14 23:22:48	RT @hoshi17sy: 【拡散希望】\n神戸15日 チケット1枚お譲りします！\nスタンドG 12〜16列1~20番\n\n3000円即決\n会場で手渡し交換でお願い致します！
friend_of_glim	2017/02/14 23:22:48	@1x0_0 \nもうすぐ死ぬみたいにいうな？？
okuoku910	2017/02/14 23:22:48	東京帰ってきてすぐ満員電車ってクソ腹立つわ。
wo_m3	2017/02/14 23:22:48	99 ' 호석오빠  . ( ❤️ ) 雑食さん🙇‍♀️鍵つける前に🔒#MONSTAXを好きな人と猛烈に絡みたくて仕方ないのでMONSTAXを好きな人がRTしてくれたらフォローしますのでこれを見たMONSTAX好きな人は是非RTして拡散してください
K11Ju	2017/02/14 23:22:48	RT @sainokotsuyu: あんで in カラオケ https://t.co/dd2zbvfKi8
asahi_nico2525	2017/02/14 23:22:48	@em_099_ss 早速寝てるからwwww
shiroiokura_	2017/02/14 23:22:48	@se2_rik 中にいたのね💗なるほどヾ(:3ヾ∠)_コミケ行ったことないからなイベント慣れしたい😿💕ことり見た！？(笑)最後ウィッグギシギシになってつらかったヾ(:3ヾ∠)_
lightsnow21	2017/02/14 23:22:48	@Speranza_Guelfi ずるい(何度目かわからないずるい)
fate_fox	2017/02/14 23:22:48	@_filly_ GnomeやKDEはまぁまぁ重たい子ですし。 かと言ってほかのWM達はお膳立てが必要だったりする所を見ると その２つが手頃な存在かとおもいます。 まぁ後は好みですかね...(Gnomeチックなxfce4かKDEチックなLXDEか...
hide_higashino	2017/02/14 23:22:49	RT @high_socks_fun: 【予約 3/11 配信開始】\n中出し解禁！！！結婚9年目淫乱に目覚めた36歳人妻がイキ狂いながら初めて経験する中出し性交\n出演：宮藤尚美（溜池ゴロー） \nサンプル動画⇒https://t.co/OnOxmUYgnK https://t.c…
Coba_Key	2017/02/14 23:22:49	@miraiskirt_HJ なので悔しい気持ちは食べて寝て、ひとり仕事で得た良い経験は今後に活かそ
pony_0423	2017/02/14 23:22:49	RT @hayashin_sabu: 髪の毛かなりもっさりしてたからスッキリして割と満足。
manwithatet	2017/02/14 23:22:49	@yik2525 \nいってら…気をつけて( *˙ω˙*)و ｸﾞｯ!
ho_kiho_ki	2017/02/14 23:22:49	RT @orangeflower08: 「親子で踊る、マイケル・ジャクソンの「ビート・イット」(Beat It)」\n\n赤ちゃんのちょこまかステップが可愛い💕 \n\nそしてお父さんがさりげなくイケメン。\n\nhttps://t.co/jNvp84Ekkz https://t.co/i…
__flawless_kt	2017/02/14 23:22:49	@b6sa124 \n時差ですまんね、私も見てた\n可愛すぎてつらい #
usatan088	2017/02/14 23:22:49	@npnp696 ですです＞＜\n眼圧が・・・ってコンタクト自体NGとかだと無理すると失明しちゃいますもんねぇ；へ；
just1km	2017/02/14 23:22:49	土光さんも草葉の陰で泣いてるんだろうなぁ…
ayuwhy	2017/02/14 23:22:49	RT @MAKI_tokyoJapaN: キム・ジェジュンが13日、大阪城ホールでの公演初日を盛況に終えた。大阪での単独公演は2013年12月以来ということもあり、会場を埋め尽くした10,000人のファンは4時間近い彼のステージに終始酔いしれた。キム・ジェジュンは長い間待… 
gmy_t	2017/02/14 23:22:49	RT @reve_p_aki: みんなはもう甘いだけじゃ、物足りないよね？甘い夜より、刺激的な夜を一緒に過ごそう。
gacklovers	2017/02/14 23:22:49	RT @ohgacktyoudidnt: GACKT『変わらずの撃沈劇』\n⇒ https://t.co/ceyjWTdjwP #GACKT https://t.co/ZGHcg9Msa7
maashigame	2017/02/14 23:22:49	@hibiki200211131 そうですか♪( ´▽｀)\nひびきさんFF5はやったことあります？\n（´-`）
_0912_mayu	2017/02/14 23:22:49	@mao__LGM \n\nいいねありがとうございます🌸\nよかったら仲良くしてください🐻🌈 https://t.co/YOfFBBYmwt
rinrin4022	2017/02/14 23:22:50	@inabakurosu わかる でも高くて手が出せない
KADORA_TF737	2017/02/14 23:22:50	RT @gucci5522: こじまきさん、DYとりょうすけん好きすぎるでしょ
bokemonpan	2017/02/14 23:22:50	12巻発売予定から4年経とうとしてるのほんと笑える
Mayup_Knights	2017/02/14 23:22:50	凛月と真緒との3Pも全然あり
kumafenlied0704	2017/02/14 23:22:50	エルフェンリート  \n結論\nコウタが悪い。
Furu_squall8	2017/02/14 23:22:50	@pandagamepanda \n素晴らしいよ！\nあんなに周り見えてるシューター使い\n他にいないと思うw\n格差でも勝てた時は嬉しかった(o^^o)
mumei33	2017/02/14 23:22:50	このあとは雑談配信です / リゼロ最終回まで https://t.co/dk8M1eH3R7
1869Kakm	2017/02/14 23:22:50	RT @sabo_ch: 影弓乱入 https://t.co/OMBFB4W9cd
AIMI_mob	2017/02/14 23:22:50	RT @pagne_xoxo: 1年に1度のバレンタインデー💝✨ https://t.co/8woHYJ03Gb
mido30962114	2017/02/14 23:22:50	RT @doubutukyushutu: 拡散希望\n #千葉 #犬 #迷い犬 #迷子犬 #Stop殺処分\n○期限２／１３\n柴風　中型雑種犬♂茶　赤首輪・切れたチェーンリード\n横芝光町坂田池にて\nhttps://t.co/8TkZdVLKDf
4no8xxx	2017/02/14 23:22:50	@lua_0508 \nおやすみー！\nお疲れなのかな……？ゆっくり休んでね……！
kami_cop0911	2017/02/14 23:22:50	RT @fgojoqr: 本日も番組をお聞き頂きありがとうございました！来週21日（火）の超!A&G+版はゲストにマフィア梶田さんをお招きして生放送でお届け！沢山のお便りをお待ちしております！⇒fgo@joqr.net\n最後に本日の一枚！#FGOラジオ… 
oyakatawas	2017/02/14 23:22:50	後ろで見ていてとても面白かったｗ時速10kmもいかない速度でカウンター当てて走ってたｗｗｗ
riiiiihooo	2017/02/14 23:22:50	これいつまでできるんだろう？
daichi0404fkm	2017/02/14 23:22:50	@terepusikora \nいや、ほんと美味しい。\n今日はHappy Valentine だから贅沢に。😊
yossysansan	2017/02/14 23:22:50	（´-`）.。oO(んー、それはちょっと…)
kyo_tyan0717	2017/02/14 23:22:49	最高のバレンタイン😝✌ https://t.co/uqwQbXWTaq
monpe315	2017/02/14 23:22:51	もう5才になってさいこうにかわいくておりこうちゃんなんですけど、乳児期は栄養面ですんっっっっっごい苦労した。１才で入園したとき、やっと母乳以外のもの食べ始めたばかりで。幼児食食べれない子は弁当持参だったので、どろどろのお粥とか週末に作って小分け冷凍して持たせてた。
nsandesuyo	2017/02/14 23:22:51	国試終わったら血抜きいこ\n#献血
ALEXANDRITE_U2	2017/02/14 23:22:51	逃げてないで熱帯もやるかー
Fy7Lj	2017/02/14 23:22:51	RT @Oo_Hw_shoO: 00ln ！新垢！ひょんうぉん！#MONSTAXを好きな人と猛烈に絡みたくて仕方ないのでMONSTAXを好きな人がRTしてくれたらフォローしますのでこれを見たMONSTAX好きな人は是非RTして拡散してください https://t.co/tyJR…
Anne_moa_pino	2017/02/14 23:22:51	RT @black_heartdevi: もう去年の11月26日から\n明日のために生きてきたと\n言っても過言ではない。\n#わかる人RT
Hyung_wendddy	2017/02/14 23:22:51	RT @XX_I_M_XX: こんにちは。\nイムペンです👳🏻‍♀️\n\n#MONSTAXを好きな人と猛烈に絡みたくて仕方ないのでMONSTAXを好きな人がRTしてくれたらフォローしますのでこれを見たMONSTAX好きな人は是非RTして拡散してください https://t.co/F…
bam_mmm	2017/02/14 23:22:51	自分の行動が他人にどう影響を及ぼすかを考えてる人ってどれだけいるんだろう。
wapi555	2017/02/14 23:22:51	仕事の件も片付いた、準備も終わってる、天気も良さげだ、しかし頭痛がするｗ\n\n今回は辞めておけと、そういうことなのか。😓
tsk_kzhr_luv_	2017/02/14 23:22:51	RT @__ayugunoO: new tag ！🔌\n\n岩田剛典 only … 🌿♡♡\nmp 6days → 5days arena \n           : next ???\n ♥ JK/名古屋/積み/良席/連番/遠征 ♥\n         他G ◎ 同F… 
shyumai261	2017/02/14 23:22:51	@kyotomin ぜんぜん、激病みだし自ら不幸な方向に進んでてアホくさい🤤🤤すごいやだすぎる🤤🤤🤤
teamEKT	2017/02/14 23:22:51	RT @nakasusu_oita: 最近の更新！\n\nザクザク！吉富町の「Terroir（テロワール）」はハード系パン好きさん必見！ | nakasusu（ナカスス） | 大分県中津市のウェブマガジン 中津市のススメ https://t.co/AK5XvoGZqf
miya_miya_dayo	2017/02/14 23:22:51	RT @sakoooo35: メダル部分はちゃんとミニミニメダルチョコだよ☺️ https://t.co/MofzXPIqlD
amayuki161	2017/02/14 23:22:51	幸せ?(ﾟ▽ﾟ｀*)ﾊ?( https://t.co/mcWbIRUCsc
jinroutter	2017/02/14 23:22:51	「ベトール生誕祭」（71556番・パスワードあり）が建てられました。 #月下人狼 – https://t.co/dqCTUqCjrp
shyunsokuanten2	2017/02/14 23:22:51	『ジョジョASB』を作った開発会社社長「正直に言えば日本人はもっと応援(購入)して」 https://t.co/xetY5L9YR8 https://t.co/sHFniBjfFr
mgmgtoooooon	2017/02/14 23:22:51	@Splakyon きょんくん(イメージ) https://t.co/fIkYUiZg6e
dfk_ohnuma	2017/02/14 23:22:52	ストライダー飛竜のsteam版、なんかメトロイド飛竜って感じだ
setchu666	2017/02/14 23:22:52	しごおわ帰宅
dluvtr4cc_	2017/02/14 23:22:52	RT @FuyumizaCa: システム異常でマスターだけ特異点に取り残されて２日経って絶望の空気になっていたところで回復した映像通信に森の中ひとりで毛皮羽織って急造の弓矢で仕留めたウサギを焚き火で焼いて食ってるマスターが映って周りが歓喜で沸くなかひとり静かに目頭を押さえるジェ…
shiomoon	2017/02/14 23:22:52	於菊稲荷神社→日本絹の里の「群馬の絹」展→烏子稲荷神社の順で今日は回りました。ぐんま県民カレッジの妙義賞まであと88スタンプ(笑)。果てしなく遠い(笑)。「群馬の絹」展では、しおり作り体験してきました。古代衣装とか民族衣(cont) https://t.co/4pfc8EoVN8
ayusaka_na	2017/02/14 23:22:52	@ayusaka_na  喜んでた😊😊
rapid_react	2017/02/14 23:22:52	なにが原因なのか。かなしみの原点はどこなのか。なぐさめるべきわたしはどこにいて、どんな様子なのか。
wimper0518123	2017/02/14 23:22:52	@radddd_pei51 \n1%以下でも可能性はあるよ。\nだから野田洋次郎と結婚できること信じてる(((
himetan_love_	2017/02/14 23:22:52	フォロバ460%とか4600RTとか笑うからやめてくれ
enjinotosaka_2	2017/02/14 23:22:52	@crobat08 ヒトツキの頃は単細胞生物的に生きててニダンギルになって感性が沸いてきて無邪気になりガルドになって人の心を学んで殺す系です。ギルサナとは違うガルドの話です
Sigias0402	2017/02/14 23:22:52	@keihin233ura157 いいな
uqrq_srr	2017/02/14 23:22:52	@yuta_srr \nすき
doat_doat	2017/02/14 23:22:52	@farcefactory すしおさんの絵は油断して見てると泣けてくるんですよ。素晴らしすぎです。
a3sefuyou	2017/02/14 23:22:52	RT @franceshoin1985: 【食べられるランジェリー　今度はチョコレート味だ！】アメリカからやってきた「舐めて、とけて、食べられる」ランジェリー https://t.co/WsOB8haKqC
Oriens_0308	2017/02/14 23:22:52	結局全部やらなかったな
etranger1990	2017/02/14 23:22:52	STEP INTO THE CITY LIGHT\nJADOES\nhttps://t.co/EslPUj8IYy #NowPlaying\n88年。この雰囲気がたまらなく好き
hisamesou	2017/02/14 23:22:52	RT @nijimen: 説得力がありすぎる『FGO』ディルムッドの魂の叫び「チョコは危険ですマスター！！」がTシャツになって登場！\nhttps://t.co/tGQ6DvFW4Y https://t.co/2MnowbE3NI
snowman0736	2017/02/14 23:22:52	@pri_sta_goods はじめまして\nリプライありがとうございます\n申し訳ないのですが、音也が別の方にお譲りすることになりまして、この度はご希望にそうことができません\n申し訳ありません\nまた機会がございましたら、よろしくお願いいたします
MegM0511	2017/02/14 23:22:52	RT @Empty_KM: 受験終わったのではじめます！\nよろしくお願いします！ https://t.co/odOpeIPxVz
SikiXa	2017/02/14 23:22:52	三越polaのポスターめっちゃでかいんだけど
75PLxWZRZmD20di	2017/02/14 23:22:52	レベル差♥ https://t.co/ZmZT0cw4NQ
Over280Yas	2017/02/14 23:22:53	@tk16115 @PS_kitsuno \n勿論！\n某写真店で引き伸ばしてもらいたいくらいだけど……怒られるな(￣▽￣;)
yellow_times	2017/02/14 23:22:53	RT @bucaneve332: 素敵なテンプレートお借りしました。\n茉鶸(まひわ)という女の子の創作特務司書がいます。いつも眠そうな司書ですが、もしよろしければ絡んでいただけたら嬉しいです。どちらもご挨拶に伺わせていただきます。\n#創作特務司書… 
puyoman_tw	2017/02/14 23:22:53	うっ。\nチョコ。\n先生。\n\nおやすみ。
Lastertam	2017/02/14 23:22:53	@kendes118 フォローありがとうございますv(｡･ω･｡)
Megtaku0509	2017/02/14 23:22:53	RT @yuki_yoru_: お誕生日おめでとうフレちゃん！！ https://t.co/65VHTVYbB0
SORA223d	2017/02/14 23:22:53	そろそろ神になりたい
lunar_escape	2017/02/14 23:22:53	チョコもらって浮かれやがって、死なすぞ？  笑った。安定のts民
Iy0hr	2017/02/14 23:22:53	@opkxl ほんまそれｗｗｗウィッグ被るの楽だ///うええんれおちもだから上がったら寂しい……😭なにこれ最高オブ最高すぎぃ…キッドくんやばい画像1000000回保存した、いいね足りたない。布教するからね///覚悟してて///ジャンプはやっぱり最強だった😳😳😳
rinman4696	2017/02/14 23:22:53	RT @hamadayoshitaka: 熊怖過ぎ！\nデカ過ぎ！ https://t.co/TaCg6vlrWe
r33p38	2017/02/14 23:22:53	全部ストレンジ先生がエロみに溢れてるのが悪い(責任転嫁
k___my	2017/02/14 23:22:53	セックスしたいよう！！！！！！！！\n\n節句、寿司、太陽\n誰だよ考えたのハゲろ
piero_0987	2017/02/14 23:22:53	@yunya11177 何しちゃうの？
